message_id,category,confidence,reason
MSG_0881,promotional,0.95,Detected signals related to promotional: exclusive.
MSG_0882,meeting_or_event,0.57,Detected signals related to meeting or event: seminar.
MSG_0883,action_required,0.95,Detected signals related to action required: review.
MSG_0884,general_information,0.95,Detected signals related to general information: update.
MSG_0885,general_information,0.45,No strong category-specific signal was detected.
MSG_0886,action_required,0.95,Detected signals related to action required: review.
MSG_0887,general_information,0.95,Detected signals related to general information: update.
MSG_0888,general_information,0.95,Detected signals related to general information: update.
MSG_0889,general_information,0.45,No strong category-specific signal was detected.
MSG_0890,sensitive_information,0.98,The message contains potentially sensitive personal or security information.
MSG_0891,general_information,0.45,No strong category-specific signal was detected.
MSG_0892,general_information,0.45,No strong category-specific signal was detected.
MSG_0893,action_required,0.95,Detected signals related to action required: review.
MSG_0894,action_required,0.95,Detected signals related to action required: review.
MSG_0895,meeting_or_event,0.8,Detected signals related to meeting or event: workshop.
MSG_0896,general_information,0.45,No strong category-specific signal was detected.
MSG_0897,promotional,0.95,Detected signals related to promotional: offer.
MSG_0898,action_required,0.95,"Detected signals related to action required: complete, please."
MSG_0899,general_information,0.45,No strong category-specific signal was detected.
MSG_0900,meeting_or_event,0.67,Detected signals related to meeting or event: seminar.
